chords,path,melspectogram
c,./Guitar_Only/c/c87.wav,"[[-44.329323 -46.72503  -45.44769  ... -37.350956 -38.215313 -32.134663]
 [-40.51491  -35.532707 -34.564327 ... -41.213837 -40.994915 -31.911652]
 [-33.776566 -22.375671 -18.48106  ... -28.604185 -28.808344 -31.26989 ]
 ...
 [-68.27646  -67.03941  -61.900414 ... -78.92814  -78.643715 -75.095085]
 [-70.51252  -69.33517  -65.73566  ... -78.92814  -78.92814  -78.51232 ]
 [-78.92814  -78.92814  -78.92814  ... -78.92814  -78.92814  -78.92814 ]]"
c,./Guitar_Only/c/c2.wav,"[[-36.32281  -37.0189   -36.206978 ... -38.909245 -36.980854 -30.133282]
 [-58.697315 -57.625694 -42.779354 ... -63.13467  -51.19219  -32.976128]
 [-56.772213 -48.133125 -31.659214 ... -57.140465 -50.350147 -30.906284]
 ...
 [-75.330894 -75.330894 -75.330894 ... -75.330894 -75.330894 -75.330894]
 [-75.330894 -75.330894 -75.330894 ... -75.330894 -75.330894 -75.330894]
 [-75.330894 -75.330894 -75.330894 ... -75.330894 -75.330894 -75.330894]]"
c,./Guitar_Only/c/c40.wav,"[[-40.102707 -40.52968  -41.32157  ... -42.004852 -47.75043  -36.785294]
 [-75.90877  -69.54945  -63.981113 ... -63.265465 -57.20114  -38.98306 ]
 [-65.59922  -70.265816 -71.88043  ... -64.151146 -55.78904  -35.897415]
 ...
 [-81.953705 -79.89769  -80.55732  ... -81.28912  -81.12171  -80.175285]
 [-81.996765 -82.64522  -82.64522  ... -82.234146 -82.64522  -82.64522 ]
 [-82.64522  -82.64522  -82.64522  ... -82.64522  -82.64522  -82.64522 ]]"
c,./Guitar_Only/c/c133.wav,"[[-22.785084  -22.683222  -22.55138   ... -22.250916  -21.3712
  -16.412914 ]
 [-36.479958  -33.56256   -23.011063  ... -26.868736  -25.85524
  -20.126123 ]
 [-29.62203   -31.642853   -6.7883086 ... -13.7185755 -13.881058
  -17.26703  ]
 ...
 [-49.13345   -23.299236  -15.7171335 ... -49.13345   -49.13345
  -49.13345  ]
 [-49.13345   -30.084503  -23.761154  ... -49.13345   -49.13345
  -49.13345  ]
 [-49.13345   -42.062164  -35.76278   ... -49.13345   -49.13345
  -49.13345  ]]"
c,./Guitar_Only/c/c54.wav,"[[-45.7156   -46.867645 -47.989216 ... -35.183765 -34.574234 -33.48179 ]
 [-39.09053  -41.855125 -44.40977  ... -63.649155 -59.395718 -43.89392 ]
 [-30.965757 -32.65213  -34.22716  ... -61.97943  -59.497875 -41.142467]
 ...
 [-67.80943  -69.60469  -71.558815 ... -78.85764  -80.42504  -78.99499 ]
 [-68.75986  -72.839874 -76.36237  ... -81.11547  -81.11547  -81.11547 ]
 [-68.93788  -74.73412  -81.11547  ... -81.11547  -81.11547  -81.11547 ]]"
c,./Guitar_Only/c/c34.wav,"[[-29.118496 -31.077328 -30.932869 ... -34.75903  -34.893734 -35.71459 ]
 [-36.146446 -38.09685  -46.21489  ... -59.125168 -53.229958 -36.04654 ]
 [-29.578224 -28.698166 -30.632992 ... -53.449917 -51.928146 -34.902958]
 ...
 [-52.483597 -52.406807 -53.458824 ... -79.32789  -78.90301  -77.98975 ]
 [-56.653366 -55.053745 -55.371605 ... -79.32789  -79.32789  -79.32789 ]
 [-65.50363  -63.945793 -66.77157  ... -79.32789  -79.32789  -79.32789 ]]"
c,./Guitar_Only/c/c24.wav,"[[-16.008793 -22.17493  -42.732662 ... -49.349434 -48.69639  -34.028908]
 [-14.776169 -20.871777 -46.696396 ... -40.517563 -40.229183 -30.214504]
 [ -9.950288 -15.106981 -23.744967 ... -27.641356 -27.77483  -28.690815]
 ...
 [-51.17315  -50.31032  -54.491802 ... -70.80375  -70.80375  -70.80375 ]
 [-57.96454  -58.09272  -65.879616 ... -70.80375  -70.80375  -70.80375 ]
 [-69.02258  -70.80375  -70.80375  ... -70.80375  -70.80375  -70.80375 ]]"
c,./Guitar_Only/c/c14.wav,"[[-33.48499  -33.16113  -31.469631 ... -42.880417 -38.93707  -33.264595]
 [-45.79715  -39.00369  -41.662148 ... -63.128452 -50.03247  -31.625042]
 [-36.893555 -24.894066 -20.6314   ... -54.893333 -48.367634 -28.445477]
 ...
 [-75.24823  -74.883865 -75.26074  ... -77.00584  -77.00584  -77.00584 ]
 [-74.06574  -77.00584  -77.00584  ... -77.00584  -77.00584  -77.00584 ]
 [-73.54817  -77.00584  -77.00584  ... -77.00584  -77.00584  -77.00584 ]]"
c,./Guitar_Only/c/c92.wav,"[[-42.607468 -42.1641   -38.335693 ... -45.289352 -46.04915  -31.79673 ]
 [-60.86807  -57.25624  -39.452595 ... -61.555153 -49.478954 -31.424007]
 [-62.355354 -53.772472 -30.289928 ... -62.75287  -49.32012  -29.978   ]
 ...
 [-77.6663   -76.181625 -63.021156 ... -78.64964  -78.73811  -77.97284 ]
 [-82.29033  -78.88166  -64.71766  ... -82.16003  -82.363434 -82.42614 ]
 [-85.98845  -85.98845  -82.177765 ... -85.98845  -85.98845  -85.98845 ]]"
c,./Guitar_Only/c/c82.wav,"[[-53.248993 -49.264435 -36.874302 ... -32.158794 -32.183285 -33.204712]
 [-62.244488 -62.41906  -33.79911  ... -61.392258 -62.10739  -61.38882 ]
 [-62.609276 -63.610786 -27.0311   ... -68.34054  -68.71677  -62.578735]
 ...
 [-81.41876  -77.75197  -54.438633 ... -78.42493  -78.89023  -76.89769 ]
 [-82.12959  -79.974625 -58.476643 ... -82.12959  -82.12959  -82.12959 ]
 [-82.12959  -82.12959  -73.10879  ... -82.12959  -82.12959  -82.12959 ]]"
c,./Guitar_Only/c/c96.wav,"[[-53.35754  -54.305912 -48.98966  ... -47.602978 -49.995117 -32.557667]
 [-64.41052  -54.0576   -41.971283 ... -62.296394 -50.863647 -32.187714]
 [-62.15355  -50.5897   -28.788067 ... -62.204018 -50.56461  -30.901358]
 ...
 [-76.52563  -69.65839  -62.301754 ... -77.17236  -79.17947  -79.668175]
 [-84.90304  -74.35668  -66.35753  ... -82.1203   -84.056564 -84.19755 ]
 [-85.139206 -85.139206 -85.139206 ... -85.139206 -85.139206 -85.139206]]"
c,./Guitar_Only/c/c168.wav,"[[ -6.700429   -12.912912   -22.675179   ... -22.21289    -21.574104
  -15.279321  ]
 [ -7.626897   -13.563416   -28.887058   ... -36.305725   -30.981625
  -13.199606  ]
 [  0.07727184  -0.3884873   -4.8867326  ... -37.00851    -30.114935
   -9.93158   ]
 ...
 [-12.635019   -13.877544   -16.087666   ... -52.506958   -52.506958
  -50.539474  ]
 [-13.748809   -14.202753   -18.01114    ... -52.506958   -52.506958
  -52.506958  ]
 [-25.757788   -29.05949    -32.761425   ... -52.506958   -52.506958
  -52.506958  ]]"
c,./Guitar_Only/c/c53.wav,"[[-31.308537 -32.405724 -33.799538 ... -33.45242  -33.29953  -33.55317 ]
 [-44.02164  -49.345917 -45.753784 ... -64.43649  -55.482605 -37.071724]
 [-33.125713 -36.40917  -34.532177 ... -62.577496 -54.67845  -35.21554 ]
 ...
 [-76.267204 -78.44559  -74.91157  ... -77.794014 -78.94458  -79.10751 ]
 [-73.878525 -78.771965 -79.8656   ... -84.161835 -84.55139  -85.4195  ]
 [-76.92843  -82.53669  -86.90165  ... -86.90165  -86.90165  -86.90165 ]]"
c,./Guitar_Only/c/c159.wav,"[[-15.730175  -17.289822  -21.677914  ... -22.77882   -19.837784
   -7.870164 ]
 [-14.446498  -14.860721  -15.3587055 ... -19.89117   -18.614311
   -5.3665547]
 [ -4.5311747   3.722954    4.3249187 ...  -6.511653   -6.6040606
   -5.2729483]
 ...
 [-13.804866  -16.224934  -22.551031  ... -51.83643   -51.80932
  -51.724644 ]
 [-16.10343   -18.144833  -25.272781  ... -54.073982  -54.073982
  -54.073982 ]
 [-28.17112   -32.072067  -36.460564  ... -54.073982  -54.073982
  -54.073982 ]]"
c,./Guitar_Only/c/c55.wav,"[[-35.29027  -33.83815  -33.23986  ... -36.325584 -36.92898  -34.19891 ]
 [-71.81919  -68.51843  -47.224335 ... -60.421177 -58.396294 -39.932285]
 [-54.56299  -50.212463 -33.2906   ... -61.364754 -55.91339  -38.334496]
 ...
 [-79.08904  -78.76552  -76.336044 ... -79.49429  -77.69437  -77.65654 ]
 [-80.203415 -81.85935  -79.38399  ... -83.09349  -82.32591  -82.938034]
 [-82.194    -85.315544 -85.315544 ... -85.315544 -85.315544 -85.315544]]"
c,./Guitar_Only/c/c95.wav,"[[-40.92135  -41.272614 -45.33332  ... -31.523531 -33.442387 -32.939224]
 [-58.687164 -57.002777 -47.79782  ... -64.90803  -59.163494 -41.010952]
 [-55.534214 -51.621967 -32.838875 ... -63.713066 -58.551804 -37.02412 ]
 ...
 [-77.72444  -70.66005  -63.009724 ... -77.72819  -76.79068  -77.99034 ]
 [-80.19417  -78.258575 -70.76568  ... -80.19417  -80.19417  -80.19417 ]
 [-80.19417  -80.19417  -80.19417  ... -80.19417  -80.19417  -80.19417 ]]"
c,./Guitar_Only/c/c70.wav,"[[-30.110786 -30.268574 -28.398079 ... -28.981812 -29.18238  -28.010075]
 [-48.79197  -47.69524  -50.266624 ... -66.20987  -55.904697 -38.348114]
 [-46.90673  -30.247192 -26.054451 ... -71.88417  -56.683506 -36.14444 ]
 ...
 [-74.88567  -59.394417 -50.743248 ... -77.419525 -79.866295 -81.10689 ]
 [-77.660286 -65.56668  -58.593784 ... -82.57045  -83.57484  -82.995415]
 [-78.856804 -76.203926 -71.82637  ... -88.13128  -88.13128  -88.13128 ]]"
c,./Guitar_Only/c/c105.wav,"[[ 24.662022   19.299566   -9.960389  ... -22.353403  -23.10994
   -7.7685595]
 [ 17.501438   14.6388445  -9.2434845 ... -36.444157  -25.971725
   -7.4518137]
 [ 23.704222   18.692326    2.0774274 ... -40.011513  -24.772
   -5.7152104]
 ...
 [-13.301743  -18.156462  -26.774853  ... -47.654804  -47.654804
  -47.654804 ]
 [-12.55226   -18.116747  -36.59633   ... -47.654804  -47.654804
  -47.654804 ]
 [-13.852796  -19.743135  -47.654804  ... -47.654804  -47.654804
  -47.654804 ]]"
c,./Guitar_Only/c/c16.wav,"[[-22.150984 -28.442741 -43.431667 ... -51.556084 -43.34495  -33.57489 ]
 [-20.583975 -26.678345 -51.06201  ... -60.177185 -51.60368  -33.167824]
 [-13.721731 -18.184158 -24.765015 ... -54.43457  -48.871838 -31.435307]
 ...
 [-66.1373   -71.28059  -71.21215  ... -78.83175  -77.66343  -78.323944]
 [-64.859726 -70.67404  -78.32673  ... -79.3673   -79.3673   -79.3673  ]
 [-64.65961  -70.664246 -79.3673   ... -79.3673   -79.3673   -79.3673  ]]"
c,./Guitar_Only/c/c120.wav,"[[-22.415844  -22.906792  -22.679012  ... -22.408398  -22.591478
  -20.932684 ]
 [-11.542761  -12.802502  -17.884377  ... -39.039482  -36.72747
  -24.706467 ]
 [  2.9145825   8.268605   10.227689  ... -31.9693    -31.7771
  -20.665476 ]
 ...
 [-31.904015  -29.565325  -29.50354   ... -47.984013  -47.984013
  -47.984013 ]
 [-34.583546  -33.715252  -32.384804  ... -47.984013  -47.984013
  -47.984013 ]
 [-45.124886  -43.752876  -45.12166   ... -47.984013  -47.984013
  -47.984013 ]]"
c,./Guitar_Only/c/c119.wav,"[[-21.600224  -22.829044  -22.395857  ... -22.251146  -22.419277
  -21.49296  ]
 [-29.650917  -27.512726  -28.580326  ... -41.236588  -41.405067
  -23.38891  ]
 [-13.228112   -8.129406   -6.7971063 ... -39.41134   -35.221664
  -20.864792 ]
 ...
 [-29.482267  -28.02509   -32.669807  ... -51.627266  -51.639137
  -55.063828 ]
 [-34.556316  -33.815384  -38.99459   ... -57.351162  -57.343365
  -57.351162 ]
 [-49.059605  -47.259415  -52.596073  ... -57.351162  -57.351162
  -57.351162 ]]"
c,./Guitar_Only/c/c138.wav,"[[-19.73652   -21.66813   -22.701597  ... -22.16652   -20.950441
  -11.562724 ]
 [-24.074173  -16.525309  -13.05567   ... -22.682346  -21.213818
  -11.240453 ]
 [-16.10048    -5.6396065  -0.9308597 ...  -8.801146   -8.917997
  -11.935333 ]
 ...
 [-27.836445  -25.1376    -28.226404  ... -49.95344   -49.95344
  -49.95344  ]
 [-29.068123  -27.343481  -33.2727    ... -49.95344   -49.95344
  -49.95344  ]
 [-41.96286   -39.69765   -43.153267  ... -49.95344   -49.95344
  -49.95344  ]]"
c,./Guitar_Only/c/c135.wav,"[[-20.875038 -21.748934 -21.883581 ... -22.127739 -22.267275 -18.774082]
 [-23.988722 -25.800709 -27.174566 ... -37.732784 -32.724033 -18.35236 ]
 [ -8.144425 -11.628599 -15.383611 ... -38.887226 -37.674744 -17.68459 ]
 ...
 [-15.551971 -14.126404 -18.119303 ... -47.50219  -47.50219  -47.50219 ]
 [-20.39284  -19.749407 -23.317518 ... -47.50219  -47.50219  -47.50219 ]
 [-27.665741 -29.76934  -34.648003 ... -47.50219  -47.50219  -47.50219 ]]"
c,./Guitar_Only/c/c72.wav,"[[-34.886013 -35.166145 -34.352005 ... -44.35842  -45.746986 -38.175537]
 [-33.300457 -35.63365  -41.254    ... -66.0507   -59.099457 -39.677193]
 [-26.897947 -21.877861 -19.521582 ... -62.853848 -56.361984 -35.416084]
 ...
 [-45.517445 -47.961765 -51.86913  ... -75.89035  -75.89035  -75.89035 ]
 [-48.8646   -51.48607  -56.594063 ... -75.89035  -75.89035  -75.89035 ]
 [-55.453514 -57.871277 -62.462395 ... -75.89035  -75.89035  -75.89035 ]]"
c,./Guitar_Only/c/c73.wav,"[[-40.354065 -39.592255 -44.300102 ... -44.3276   -47.32784  -39.74041 ]
 [-58.647102 -60.100136 -58.822662 ... -64.55548  -57.250313 -38.967373]
 [-60.045563 -62.250587 -59.29802  ... -62.440903 -56.214203 -35.890903]
 ...
 [-75.479355 -75.479355 -75.479355 ... -75.479355 -75.479355 -75.479355]
 [-75.479355 -75.479355 -75.479355 ... -75.479355 -75.479355 -75.479355]
 [-75.479355 -75.479355 -75.479355 ... -75.479355 -75.479355 -75.479355]]"
c,./Guitar_Only/c/c26.wav,"[[-30.189392 -30.08806  -31.643555 ... -46.038094 -47.19451  -48.47075 ]
 [-69.46664  -63.682056 -57.36769  ... -62.619667 -64.442604 -47.42815 ]
 [-61.352657 -59.101784 -54.009422 ... -62.699127 -60.32926  -41.313244]
 ...
 [-76.212234 -77.304474 -77.86272  ... -78.91905  -78.89228  -76.802666]
 [-77.967445 -79.88309  -79.88309  ... -79.88309  -79.88309  -79.88309 ]
 [-78.38193  -79.88309  -79.88309  ... -79.88309  -79.88309  -79.88309 ]]"
c,./Guitar_Only/c/c161.wav,"[[-16.113506  -19.512589  -22.590467  ... -22.28424   -23.084618
  -16.565151 ]
 [ -8.429981  -12.960812  -19.435747  ... -43.544765  -34.180256
  -19.879868 ]
 [  0.8827288   5.4957223   6.2343736 ... -36.321728  -32.140858
  -21.99685  ]
 ...
 [-13.280549  -14.154427  -19.304642  ... -53.584255  -53.136345
  -53.400116 ]
 [-15.133224  -14.870912  -19.497578  ... -53.584255  -53.584255
  -53.584255 ]
 [-31.25542   -32.102474  -37.99922   ... -53.584255  -53.584255
  -53.584255 ]]"
c,./Guitar_Only/c/c144.wav,"[[ -8.576856  -13.219469  -22.063217  ... -22.453444  -21.836304
  -19.124311 ]
 [ -7.149063  -13.196287  -20.638124  ... -37.488964  -34.57448
  -17.330166 ]
 [ -1.7838686  -5.8544483  -9.173901  ... -39.954697  -32.736347
  -12.897413 ]
 ...
 [-23.781265  -21.520248  -20.82038   ... -50.06909   -50.06909
  -50.06909  ]
 [-21.705608  -20.165848  -20.673704  ... -50.06909   -50.06909
  -50.06909  ]
 [-24.185774  -26.541319  -29.051914  ... -50.06909   -50.06909
  -50.06909  ]]"
c,./Guitar_Only/c/c192.wav,"[[ -1.6795568  -7.8773727 -22.400482  ... -22.749748  -23.01507
  -10.770794 ]
 [ -1.4483478  -7.499802  -33.539494  ... -44.02311   -29.364239
  -11.163727 ]
 [  1.2895534  -3.146915   -9.205128  ... -38.397297  -28.644323
   -9.571668 ]
 ...
 [-11.090165  -13.811342  -18.27608   ... -52.76228   -53.076435
  -51.50536  ]
 [-18.556293  -22.829948  -29.979782  ... -60.267387  -57.88635
  -52.930176 ]
 [-30.08336   -33.121952  -36.140217  ... -62.18387   -62.18387
  -55.803726 ]]"
c,./Guitar_Only/c/c193.wav,"[[-20.909306  -22.679214  -22.819042  ... -22.352915  -21.993896
  -22.35297  ]
 [-32.579556  -23.103464  -22.051764  ... -38.274406  -37.35109
  -23.283329 ]
 [-31.33343    -8.267782   -2.5658202 ... -38.6574    -34.402637
  -16.897064 ]
 ...
 [-38.540108  -33.630985  -36.51928   ... -50.390778  -52.00146
  -49.6946   ]
 [-43.093433  -39.04187   -42.48458   ... -55.558514  -56.64157
  -51.505436 ]
 [-49.978848  -45.905617  -49.90738   ... -58.292885  -58.292885
  -58.292885 ]]"
c,./Guitar_Only/c/c117.wav,"[[-17.379293  -21.029482  -20.710077  ... -22.668802  -22.828142
   -8.422873 ]
 [-15.643444  -12.96032   -11.74774   ... -35.621426  -26.455343
   -7.782972 ]
 [  6.2728887   8.008535    6.554458  ... -26.151215  -21.481121
   -5.6725664]
 ...
 [-28.25319   -25.81866   -27.61533   ... -46.310467  -46.310467
  -46.310467 ]
 [-27.943287  -28.282137  -29.57409   ... -46.310467  -46.310467
  -46.310467 ]
 [-32.355457  -37.193764  -46.111343  ... -46.310467  -46.310467
  -46.310467 ]]"
c,./Guitar_Only/c/c18.wav,"[[-40.524445 -42.28853  -40.29181  ... -38.12447  -44.041054 -40.7243  ]
 [-39.44595  -43.22242  -49.81985  ... -69.971725 -58.7238   -40.32165 ]
 [-30.972    -27.024595 -26.098118 ... -63.96355  -57.731804 -38.77908 ]
 ...
 [-76.13963  -75.855095 -78.710724 ... -79.03477  -79.22507  -75.80894 ]
 [-79.22507  -79.22507  -79.22507  ... -79.22507  -79.22507  -77.57466 ]
 [-79.22507  -79.22507  -79.22507  ... -79.22507  -79.22507  -79.22507 ]]"
c,./Guitar_Only/c/c69.wav,"[[-51.318253 -47.363457 -42.604885 ... -39.343803 -40.968163 -41.9554  ]
 [-55.04867  -55.35423  -59.135162 ... -67.644775 -67.869446 -57.968784]
 [-31.368286 -31.969536 -34.343536 ... -69.766785 -72.31145  -60.37139 ]
 ...
 [-63.819107 -63.2167   -68.22014  ... -78.3265   -78.0757   -77.84192 ]
 [-71.0135   -70.36761  -73.56113  ... -84.13693  -83.38223  -82.41464 ]
 [-80.88933  -82.9525   -87.22328  ... -87.22328  -87.22328  -87.22328 ]]"
c,./Guitar_Only/c/c129.wav,"[[-20.884848  -21.59761   -21.699171  ... -22.202227  -22.958866
  -12.389731 ]
 [-19.761173  -21.786793  -26.479382  ... -40.834312  -29.690075
  -12.0591755]
 [ -6.6279626  -5.1305256  -7.899433  ... -35.95423   -31.295776
  -10.884284 ]
 ...
 [-22.678726  -23.259212  -29.460865  ... -53.007923  -53.41433
  -49.502495 ]
 [-35.15154   -36.8391    -36.026787  ... -53.41433   -53.41433
  -51.141426 ]
 [-40.493134  -42.258358  -42.431824  ... -53.41433   -53.41433
  -53.41433  ]]"
c,./Guitar_Only/c/c83.wav,"[[-39.206245 -39.5658   -41.226402 ... -31.226551 -31.273663 -31.395586]
 [-55.23602  -59.3648   -55.454758 ... -61.66544  -61.69884  -51.02523 ]
 [-48.858395 -51.986927 -52.857708 ... -66.627625 -59.486702 -40.771984]
 ...
 [-78.26764  -77.10092  -73.07624  ... -77.41373  -77.47238  -73.79564 ]
 [-81.09639  -81.98025  -79.65506  ... -83.159035 -83.159035 -76.29589 ]
 [-83.159035 -83.159035 -83.159035 ... -83.159035 -83.159035 -81.632996]]"
c,./Guitar_Only/c/c199.wav,"[[-17.335493  -19.543276  -21.36152   ... -22.437622  -22.058338
  -19.972427 ]
 [-15.240632  -20.432327  -18.089426  ... -25.32941   -26.770393
  -19.124819 ]
 [-11.97837   -13.351618   -5.2615743 ... -12.875563  -13.969821
   -9.659345 ]
 ...
 [-33.968803  -33.819798  -30.55438   ... -50.290752  -51.12574
  -41.907024 ]
 [-39.13034   -40.853176  -37.245197  ... -55.77753   -55.48124
  -50.71096  ]
 [-48.886986  -52.7164    -53.071945  ... -57.712997  -57.712997
  -57.712997 ]]"
c,./Guitar_Only/c/c51.wav,"[[-23.114918 -28.24694  -38.928223 ... -51.152042 -50.67251  -40.72426 ]
 [-20.929892 -26.975985 -44.70916  ... -60.90055  -56.264843 -39.12168 ]
 [-16.390446 -21.29752  -33.341057 ... -64.36396  -56.83695  -36.373093]
 ...
 [-71.78554  -75.25086  -76.40783  ... -79.37631  -78.124115 -75.997154]
 [-73.890915 -77.12216  -77.079056 ... -84.01188  -82.79108  -79.310616]
 [-75.28444  -80.8486   -85.25853  ... -85.25853  -85.25853  -85.25853 ]]"
c,./Guitar_Only/c/c39.wav,"[[-49.95759  -49.862083 -46.49781  ... -42.16431  -44.072628 -29.573006]
 [-49.759705 -52.37912  -42.95349  ... -63.617554 -47.33124  -28.711777]
 [-45.957504 -47.222305 -31.75044  ... -63.885616 -46.520885 -26.389027]
 ...
 [-77.256226 -77.35545  -72.94165  ... -78.833336 -77.02835  -76.17616 ]
 [-80.10075  -80.10075  -79.31747  ... -80.10075  -80.10075  -80.10075 ]
 [-80.10075  -80.10075  -80.10075  ... -80.10075  -80.10075  -80.10075 ]]"
c,./Guitar_Only/c/c106.wav,"[[-16.744053  -20.788097  -22.367762  ... -22.370476  -20.969376
  -12.145457 ]
 [-17.921606  -20.80848   -26.159632  ... -21.894012  -21.78249
   -9.1541195]
 [ -5.2835703  -3.260014   -5.1017256 ...  -9.354355   -9.320817
   -3.1831422]
 ...
 [-34.7783    -39.51606   -44.01158   ... -50.90116   -50.90116
  -50.90116  ]
 [-31.105616  -36.198383  -44.49305   ... -50.90116   -50.90116
  -50.90116  ]
 [-41.476273  -46.189724  -50.90116   ... -50.90116   -50.90116
  -50.90116  ]]"
c,./Guitar_Only/c/c197.wav,"[[  4.074293   -2.1201594 -22.32234   ... -22.783604  -22.59356
  -18.663845 ]
 [  5.68307    -0.3890841 -31.265661  ... -39.145134  -39.417152
  -22.051441 ]
 [ 11.400108    7.033202    1.335902  ... -39.083435  -41.09253
  -21.595512 ]
 ...
 [-23.605858  -27.289902  -27.424356  ... -53.1629    -53.135906
  -52.692993 ]
 [-32.430996  -34.02742   -31.203554  ... -53.1629    -53.1629
  -53.1629   ]
 [-33.668205  -39.201653  -49.138523  ... -53.1629    -53.1629
  -53.1629   ]]"
c,./Guitar_Only/c/c17.wav,"[[-47.864285 -51.78292  -50.495186 ... -39.51812  -37.82102  -33.341476]
 [-55.862206 -58.454174 -50.399204 ... -67.29546  -51.139893 -32.412342]
 [-56.19093  -51.6822   -41.217575 ... -68.21443  -49.583782 -29.9832  ]
 ...
 [-79.472374 -79.95976  -74.97184  ... -79.47541  -79.350845 -80.109436]
 [-80.95972  -83.35782  -78.82261  ... -84.79859  -84.42577  -85.226944]
 [-85.27609  -85.27609  -85.27609  ... -85.27609  -85.27609  -85.27609 ]]"
c,./Guitar_Only/c/c23.wav,"[[-32.58885  -32.680645 -33.699234 ... -35.3164   -35.750347 -33.376575]
 [-40.171703 -42.232346 -50.16236  ... -61.79931  -54.51469  -38.080204]
 [-24.71692  -21.982088 -22.116411 ... -56.315125 -52.110504 -35.48263 ]
 ...
 [-70.5047   -72.03849  -73.447525 ... -73.447525 -73.447525 -70.54507 ]
 [-73.447525 -73.447525 -73.447525 ... -73.447525 -73.447525 -73.447525]
 [-73.447525 -73.447525 -73.447525 ... -73.447525 -73.447525 -73.447525]]"
c,./Guitar_Only/c/c89.wav,"[[-31.392536 -28.92214  -30.314817 ... -38.272724 -36.72     -34.892612]
 [-54.074364 -47.784763 -43.364254 ... -59.964138 -59.4722   -42.874695]
 [-54.20153  -40.489876 -27.031858 ... -61.620216 -60.17405  -44.23119 ]
 ...
 [-77.26181  -49.899864 -41.525234 ... -79.2267   -77.97132  -77.918686]
 [-77.357216 -58.501587 -50.420784 ... -81.51007  -81.51007  -81.51007 ]
 [-78.73522  -70.33222  -61.676132 ... -81.51007  -81.51007  -81.51007 ]]"
c,./Guitar_Only/c/c134.wav,"[[-23.209724 -21.169762 -22.300648 ... -22.571638 -22.095951 -19.669792]
 [-17.425459 -22.988379 -32.72193  ... -44.559956 -37.739056 -20.576105]
 [ -5.407922  -4.500703  -6.563121 ... -40.994843 -37.718193 -18.312696]
 ...
 [ -6.169647  -6.732937 -12.558496 ... -52.02185  -51.53027  -50.327324]
 [-11.373222 -11.191196 -14.856    ... -54.288544 -54.288544 -54.288544]
 [-23.581703 -23.785023 -27.303467 ... -54.288544 -54.288544 -54.288544]]"
c,./Guitar_Only/c/c171.wav,"[[ -1.0956235   -6.76584    -22.61063    ... -22.584187   -21.727655
  -15.353529  ]
 [  0.44082794  -5.638109   -37.12304    ... -39.629143   -32.294647
  -14.084539  ]
 [  5.5395803    0.60709715  -6.5393124  ... -36.457626   -31.935598
  -11.616812  ]
 ...
 [-41.8301     -44.45337    -47.770405   ... -53.70188    -51.833702
  -52.342533  ]
 [-43.87314    -46.65932    -51.915916   ... -59.808334   -59.484844
  -59.061577  ]
 [-58.626762   -60.164135   -60.164135   ... -60.164135   -60.164135
  -60.164135  ]]"
c,./Guitar_Only/c/c179.wav,"[[-20.03112    -19.085148   -19.88292    ... -22.630054   -14.094377
   -7.9080315 ]
 [-20.970144   -19.327574   -23.321384   ... -45.461067   -13.700204
   -7.6442585 ]
 [ -6.02799      0.96612245   5.7683735  ... -39.80559    -11.455455
   -5.5070944 ]
 ...
 [-24.457077   -20.859264   -21.234905   ... -51.31378    -51.31378
  -51.31378   ]
 [-28.609016   -24.484413   -25.226963   ... -51.31378    -51.31378
  -51.31378   ]
 [-37.55835    -36.441288   -39.50661    ... -51.31378    -51.31378
  -51.31378   ]]"
c,./Guitar_Only/c/c46.wav,"[[-55.876064 -48.281372 -45.510746 ... -40.38803  -41.145893 -36.652668]
 [-64.28568  -48.079018 -46.98435  ... -47.261658 -46.784782 -39.749245]
 [-53.504074 -34.852024 -28.159    ... -34.220043 -34.384827 -37.501976]
 ...
 [-71.76393  -68.442665 -62.36096  ... -71.76393  -71.76393  -71.76393 ]
 [-71.76393  -71.76393  -65.479866 ... -71.76393  -71.76393  -71.76393 ]
 [-71.76393  -71.76393  -71.76393  ... -71.76393  -71.76393  -71.76393 ]]"
c,./Guitar_Only/c/c141.wav,"[[-23.384111  -22.398373  -22.443356  ... -21.976595  -23.186295
  -20.916397 ]
 [-20.253775  -23.136623  -29.265059  ... -37.296192  -41.757248
  -35.83045  ]
 [ -7.4037023  -8.014302  -11.150318  ... -37.433945  -37.342995
  -23.22086  ]
 ...
 [-18.222536  -16.32933   -19.039358  ... -53.11176   -52.046314
  -51.381256 ]
 [-18.493864  -15.410349  -17.648514  ... -56.307674  -56.120567
  -57.511406 ]
 [-28.829432  -29.665028  -34.33521   ... -60.604862  -60.604862
  -60.604862 ]]"
c,./Guitar_Only/c/c86.wav,"[[-37.659218 -36.996326 -36.06675  ... -33.44795  -32.308117 -32.32162 ]
 [-60.82039  -55.227352 -41.694016 ... -62.104717 -58.79141  -50.596943]
 [-55.20805  -48.70198  -28.890009 ... -56.107708 -56.782436 -50.189777]
 ...
 [-75.04403  -76.729416 -65.37428  ... -79.617294 -79.60806  -80.71193 ]
 [-77.345726 -80.421326 -69.99051  ... -82.14841  -83.89594  -84.123795]
 [-78.34948  -84.00592  -81.731186 ... -84.123795 -84.123795 -84.123795]]"
